"source","target","action"
"CDKN1A","CDK2",-1
"CDKN1A","CDK4",-1
"CDKN1A","CDK6",-1
"CDKN1A","CCNE1",-1
"CDKN1A","CCNE2",-1
"CDKN1A","CCND1",-1
"CDKN1A","CCND2",-1
"CDKN1A","CCND3",-1
"CDKN1B","CCNA2",-1
"CDKN1B","CCNA1",-1
"CDKN1B","CDK2",-1
"CDKN1B","CCNE1",-1
"CDKN1B","CCNE2",-1
"CDKN1C","CCNA2",-1
"CDKN1C","CCNA1",-1
"CDKN1C","CDK2",-1
"CDKN2A","MDM2",-1
"CDKN2A","CDK4",-1
"CDKN2A","CDK6",-1
"CDKN2A","CCND1",-1
"CDKN2A","CCND2",-1
"CDKN2A","CCND3",-1
"CDKN2B","CDK4",-1
"CDKN2B","CDK6",-1
"CDKN2B","CCND1",-1
"CDKN2B","CCND2",-1
"CDKN2B","CCND3",-1
"CDKN2C","CDK4",-1
"CDKN2C","CDK6",-1
"CDKN2C","CCND1",-1
"CDKN2C","CCND2",-1
"CDKN2C","CCND3",-1
"CDKN2D","CDK4",-1
"CDKN2D","CDK6",-1
"CDKN2D","CCND1",-1
"CDKN2D","CCND2",-1
"CDKN2D","CCND3",-1
"CER1","WNT5A",-1
"CER1","WNT5B",-1
"CER1","WNT11",-1
"CER1","WNT16",-1
"CER1","WNT4",-1
"CER1","WNT1",-1
"CER1","WNT2",-1
"CER1","WNT3",-1
"CER1","WNT6",-1
"CER1","WNT7A",-1
"CER1","WNT7B",-1
"CER1","WNT8A",-1
"CER1","WNT8B",-1
"CER1","WNT10B",-1
"CER1","WNT2B",-1
"CER1","WNT9A",-1
"CER1","WNT9B",-1
"CER1","WNT10A",-1
"CER1","WNT3A",-1
"CFLAR","CASP8",-1
"CFLAR","CASP10",-1
"CGA","LHCGR",1
"CGA","TSHR",1
"CGA","FSHR",1
"CHAD","ITGAV",1
"CHAD","ITGB3",1
"CHAD","ITGB1",1
"CHAD","ITGB5",1
"CHAD","ITGA2",1
"CHAD","ITGA5",1
"CHAD","ITGB4",1
"CHAD","ITGB6",1
"CHAD","ITGB7",1
"CHAD","ITGB8",1
"CHAD","ITGA11",1
"CHAD","ITGA6",1
"CHAD","ITGA1",1
"CHAD","ITGA2B",1
"CHAD","ITGA3",1
"CHAD","ITGA4",1
"CHAD","ITGA7",1
"CHAD","ITGA9",1
"CHAD","ITGA10",1
"CHAD","ITGA8",1
"CHD8","CTNNB1",-1
"CHEK1","CDC25B",-1
"CHEK1","TP53",1
"CHEK1","CDC25C",-1
"CHEK1","CDC25A",-1
"CHEK2","CDC25B",-1
"CHEK2","TP53",1
"CHEK2","CDC25C",-1
"CHEK2","CDC25A",-1
"CHRD","GDF5",-1
"CHRD","BMP7",-1
"CHRD","BMP2",-1
"CHRD","AMH",-1
"CHRD","BMP4",-1
"CHRD","GDF7",-1
"CHRD","BMP8A",-1
"CHRD","GDF6",-1
"CHRD","BMP5",-1
"CHRD","BMP6",-1
"CHRD","BMP8B",-1
"CHRM1","GNG12",1
"CHRM1","GNA11",1
"CHRM1","GNA15",1
"CHRM1","GNAQ",1
"CHRM1","GNA14",1
"CHRM1","GNAL",1
"CHRM1","GNAS",1
"CHRM2","GNG12",1
"CHRM2","GNA11",1
"CHRM2","GNA15",1
"CHRM2","GNAQ",1
"CHRM2","GNA14",1
"CHRM3","GNG12",1
"CHRM3","GNA11",1
"CHRM3","GNA15",1
"CHRM3","GNAQ",1
"CHRM3","GNA14",1
"CHRM3","GNAL",1
"CHRM3","GNAS",1
"CHRM4","GNG12",1
"CHRM5","GNG12",1
"CHRM5","GNAL",1
"CHRM5","GNAS",1
"CHUK","NFKBIA",1
"CIR1","RBPJL",-1
"CIR1","RBPJ",-1
"CISH","STAT5A",-1
"CISH","STAT5B",-1
"CISH","STAT1",-1
"CISH","STAT2",-1
"CISH","STAT3",-1
"CISH","STAT4",-1
"CISH","STAT6",-1
"CKS1B","SKP2",1
"CKS2","SKP2",1
"CLCF1","LIFR",1
"CLCF1","IL6ST",1
"CLCF1","CNTFR",1
"CNTF","IL20RB",1
"CNTF","IL10RB",1
"CNTF","IL22RA1",1
"CNTF","IL2RG",1
"CNTF","IL2RB",1
"CNTF","CSF2RB",1
"CNTF","LIFR",1
"CNTF","IL6ST",1
"CNTF","IFNLR1",1
"CNTF","IL22RA2",1
"CNTF","IL20RA",1
"CNTF","IL10RA",1
"CNTF","IFNGR2",1
"CNTF","IFNGR1",1
"CNTF","IFNAR2",1
"CNTF","IFNAR1",1
"CNTF","MPL",1
"CNTF","PRLR",1
"CNTF","GHR",1
"CNTF","EPOR",1
"CNTF","CRLF2",1
"CNTF","IL7R",1
"CNTF","IL21R",1
"CNTF","IL15RA",1
"CNTF","IL9R",1
"CNTF","IL4R",1
"CNTF","IL2RA",1
"CNTF","IL5RA",1
"CNTF","IL3RA",1
"CNTF","CSF2RA",1
"CNTF","IL12RB1",1
"CNTF","IL23R",1
"CNTF","IL12RB2",1
"CNTF","IL13RA1",1
"CNTF","LEPR",1
"CNTF","CSF3R",1
"CNTF","CNTFR",1
"CNTF","OSMR",1
"CNTF","IL11RA",1
"CNTF","IL6R",1
"CNTF","IL13RA2",1
"CNTF","IL27RA",1
"CNTN1","NRCAM",1
"COL1A1","ITGAV",1
"COL1A1","ITGB3",1
"COL1A1","ITGB1",1
"COL1A1","ITGB5",1
"COL1A1","ITGA2",1
"COL1A1","ITGA5",1
"COL1A1","ITGB4",1
"COL1A1","ITGB6",1
"COL1A1","ITGB7",1
"COL1A1","ITGB8",1
"COL1A1","ITGA11",1
"COL1A1","ITGA6",1
"COL1A1","ITGA1",1
"COL1A1","ITGA2B",1
"COL1A1","ITGA3",1
"COL1A1","ITGA4",1
"COL1A1","ITGA7",1
"COL1A1","ITGA9",1
"COL1A1","ITGA10",1
"COL1A1","ITGA8",1
"COL1A1","GP6",1
"COL1A1","SDC1",1
"COL1A1","SDC4",1
"COL1A1","CD44",1
"COL1A2","ITGAV",1
"COL1A2","ITGB3",1
"COL1A2","ITGB1",1
"COL1A2","ITGB5",1
"COL1A2","ITGA2",1
"COL1A2","ITGA5",1
"COL1A2","ITGB4",1
"COL1A2","ITGB6",1
"COL1A2","ITGB7",1
"COL1A2","ITGB8",1
"COL1A2","ITGA11",1
"COL1A2","ITGA6",1
"COL1A2","ITGA1",1
"COL1A2","ITGA2B",1
"COL1A2","ITGA3",1
"COL1A2","ITGA4",1
"COL1A2","ITGA7",1
"COL1A2","ITGA9",1
"COL1A2","ITGA10",1
"COL1A2","ITGA8",1
"COL1A2","GP6",1
"COL1A2","SDC1",1
"COL1A2","SDC4",1
"COL1A2","CD44",1
"COL2A1","ITGAV",1
"COL2A1","ITGB3",1
"COL2A1","ITGB1",1
"COL2A1","ITGB5",1
"COL2A1","ITGA2",1
"COL2A1","ITGA5",1
"COL2A1","ITGB4",1
"COL2A1","ITGB6",1
"COL2A1","ITGB7",1
"COL2A1","ITGB8",1
"COL2A1","ITGA11",1
"COL2A1","ITGA6",1
"COL2A1","ITGA1",1
"COL2A1","ITGA2B",1
"COL2A1","ITGA3",1
"COL2A1","ITGA4",1
"COL2A1","ITGA7",1
"COL2A1","ITGA9",1
"COL2A1","ITGA10",1
"COL2A1","ITGA8",1
"COL2A1","GP6",1
"COL2A1","SDC1",1
"COL2A1","SDC4",1
"COL2A1","CD44",1
"COL4A1","ITGAV",1
"COL4A1","ITGB3",1
"COL4A1","ITGB1",1
"COL4A1","ITGB5",1
"COL4A1","ITGA2",1
"COL4A1","ITGA5",1
"COL4A1","ITGB4",1
"COL4A1","ITGB6",1
"COL4A1","ITGB7",1
"COL4A1","ITGB8",1
"COL4A1","ITGA11",1
"COL4A1","ITGA6",1
"COL4A1","ITGA1",1
"COL4A1","ITGA2B",1
"COL4A1","ITGA3",1
"COL4A1","ITGA4",1
"COL4A1","ITGA7",1
"COL4A1","ITGA9",1
"COL4A1","ITGA10",1
"COL4A1","ITGA8",1
"COL4A1","GP6",1
"COL4A1","SDC1",1
"COL4A1","SDC4",1
"COL4A1","CD44",1
"COL4A2","ITGAV",1
"COL4A2","ITGB3",1
"COL4A2","ITGB1",1
"COL4A2","ITGB5",1
"COL4A2","ITGA2",1
"COL4A2","ITGA5",1
"COL4A2","ITGB4",1
"COL4A2","ITGB6",1
"COL4A2","ITGB7",1
"COL4A2","ITGB8",1
"COL4A2","ITGA11",1
"COL4A2","ITGA6",1
"COL4A2","ITGA1",1
"COL4A2","ITGA2B",1
"COL4A2","ITGA3",1
"COL4A2","ITGA4",1
"COL4A2","ITGA7",1
"COL4A2","ITGA9",1
"COL4A2","ITGA10",1
"COL4A2","ITGA8",1
"COL4A2","GP6",1
"COL4A2","SDC1",1
"COL4A2","SDC4",1
"COL4A2","CD44",1
"COL4A3","ITGAV",1
"COL4A3","ITGB3",1
"COL4A3","ITGB1",1
"COL4A3","ITGB5",1
"COL4A3","ITGA2",1
"COL4A3","ITGA5",1
"COL4A3","ITGB4",1
"COL4A3","ITGB6",1
"COL4A3","ITGB7",1
"COL4A3","ITGB8",1
"COL4A3","ITGA11",1
"COL4A3","ITGA6",1
"COL4A3","ITGA1",1
"COL4A3","ITGA2B",1
"COL4A3","ITGA3",1
"COL4A3","ITGA4",1
"COL4A3","ITGA7",1
"COL4A3","ITGA9",1
"COL4A3","ITGA10",1
"COL4A3","ITGA8",1
"COL4A3","GP6",1
"COL4A3","SDC1",1
"COL4A3","SDC4",1
"COL4A3","CD44",1
"COL4A4","ITGAV",1
"COL4A4","ITGB3",1
"COL4A4","ITGB1",1
"COL4A4","ITGB5",1
"COL4A4","ITGA2",1
"COL4A4","ITGA5",1
"COL4A4","ITGB4",1
"COL4A4","ITGB6",1
"COL4A4","ITGB7",1
"COL4A4","ITGB8",1
"COL4A4","ITGA11",1
"COL4A4","ITGA6",1
"COL4A4","ITGA1",1
"COL4A4","ITGA2B",1
"COL4A4","ITGA3",1
"COL4A4","ITGA4",1
"COL4A4","ITGA7",1
"COL4A4","ITGA9",1
"COL4A4","ITGA10",1
"COL4A4","ITGA8",1
"COL4A4","GP6",1
"COL4A4","SDC1",1
"COL4A4","SDC4",1
"COL4A4","CD44",1
"COL4A5","ITGAV",1
"COL4A5","ITGB3",1
"COL4A5","ITGB1",1
"COL4A5","ITGB5",1
"COL4A5","ITGA2",1
"COL4A5","ITGA5",1
"COL4A5","ITGB4",1
"COL4A5","ITGB6",1
"COL4A5","ITGB7",1
"COL4A5","ITGB8",1
"COL4A5","ITGA11",1
"COL4A5","ITGA6",1
"COL4A5","ITGA1",1
"COL4A5","ITGA2B",1
"COL4A5","ITGA3",1
"COL4A5","ITGA4",1
"COL4A5","ITGA7",1
"COL4A5","ITGA9",1
"COL4A5","ITGA10",1
"COL4A5","ITGA8",1
"COL4A5","GP6",1
"COL4A5","SDC1",1
"COL4A5","SDC4",1
"COL4A5","CD44",1
"COL4A6","ITGAV",1
"COL4A6","ITGB3",1
"COL4A6","ITGB1",1
"COL4A6","ITGB5",1
"COL4A6","ITGA2",1
"COL4A6","ITGA5",1
"COL4A6","ITGB4",1
"COL4A6","ITGB6",1
"COL4A6","ITGB7",1
"COL4A6","ITGB8",1
"COL4A6","ITGA11",1
"COL4A6","ITGA6",1
"COL4A6","ITGA1",1
"COL4A6","ITGA2B",1
"COL4A6","ITGA3",1
"COL4A6","ITGA4",1
"COL4A6","ITGA7",1
"COL4A6","ITGA9",1
"COL4A6","ITGA10",1
"COL4A6","ITGA8",1
"COL4A6","GP6",1
"COL4A6","SDC1",1
"COL4A6","SDC4",1
"COL4A6","CD44",1
"COL6A1","ITGAV",1
"COL6A1","ITGB3",1
"COL6A1","ITGB1",1
"COL6A1","ITGB5",1
"COL6A1","ITGA2",1
"COL6A1","ITGA5",1
"COL6A1","ITGB4",1
"COL6A1","ITGB6",1
"COL6A1","ITGB7",1
"COL6A1","ITGB8",1
"COL6A1","ITGA11",1
"COL6A1","ITGA6",1
"COL6A1","ITGA1",1
"COL6A1","ITGA2B",1
"COL6A1","ITGA3",1
"COL6A1","ITGA4",1
"COL6A1","ITGA7",1
"COL6A1","ITGA9",1
"COL6A1","ITGA10",1
"COL6A1","ITGA8",1
"COL6A1","GP6",1
"COL6A1","SDC1",1
"COL6A1","SDC4",1
"COL6A1","CD44",1
"COL6A2","ITGAV",1
"COL6A2","ITGB3",1
"COL6A2","ITGB1",1
"COL6A2","ITGB5",1
"COL6A2","ITGA2",1
"COL6A2","ITGA5",1
"COL6A2","ITGB4",1
"COL6A2","ITGB6",1
"COL6A2","ITGB7",1
"COL6A2","ITGB8",1
"COL6A2","ITGA11",1
"COL6A2","ITGA6",1
"COL6A2","ITGA1",1
"COL6A2","ITGA2B",1
"COL6A2","ITGA3",1
"COL6A2","ITGA4",1
"COL6A2","ITGA7",1
"COL6A2","ITGA9",1
"COL6A2","ITGA10",1
"COL6A2","ITGA8",1
"COL6A2","GP6",1
"COL6A2","SDC1",1
"COL6A2","SDC4",1
"COL6A2","CD44",1
"COL6A3","ITGAV",1
"COL6A3","ITGB3",1
"COL6A3","ITGB1",1
"COL6A3","ITGB5",1
"COL6A3","ITGA2",1
"COL6A3","ITGA5",1
"COL6A3","ITGB4",1
"COL6A3","ITGB6",1
"COL6A3","ITGB7",1
"COL6A3","ITGB8",1
"COL6A3","ITGA11",1
"COL6A3","ITGA6",1
"COL6A3","ITGA1",1
"COL6A3","ITGA2B",1
"COL6A3","ITGA3",1
"COL6A3","ITGA4",1
"COL6A3","ITGA7",1
"COL6A3","ITGA9",1
"COL6A3","ITGA10",1
"COL6A3","ITGA8",1
"COL6A3","GP6",1
"COL6A3","SDC1",1
"COL6A3","SDC4",1
"COL6A3","CD44",1
"COL6A5","ITGAV",1
"COL6A5","ITGB3",1
"COL6A5","ITGB1",1
"COL6A5","ITGB5",1
"COL6A5","ITGA2",1
"COL6A5","ITGA5",1
"COL6A5","ITGB4",1
"COL6A5","ITGB6",1
"COL6A5","ITGB7",1
"COL6A5","ITGB8",1
"COL6A5","ITGA11",1
"COL6A5","ITGA6",1
"COL6A5","ITGA1",1
"COL6A5","ITGA2B",1
"COL6A5","ITGA3",1
"COL6A5","ITGA4",1
"COL6A5","ITGA7",1
"COL6A5","ITGA9",1
"COL6A5","ITGA10",1
"COL6A5","ITGA8",1
"COL6A5","GP6",1
"COL6A5","SDC1",1
"COL6A5","SDC4",1
"COL6A5","CD44",1
"COL6A6","ITGAV",1
"COL6A6","ITGB3",1
"COL6A6","ITGB1",1
"COL6A6","ITGB5",1
"COL6A6","ITGA2",1
"COL6A6","ITGA5",1
"COL6A6","ITGB4",1
"COL6A6","ITGB6",1
"COL6A6","ITGB7",1
"COL6A6","ITGB8",1
"COL6A6","ITGA11",1
"COL6A6","ITGA6",1
"COL6A6","ITGA1",1
"COL6A6","ITGA2B",1
"COL6A6","ITGA3",1
"COL6A6","ITGA4",1
"COL6A6","ITGA7",1
"COL6A6","ITGA9",1
"COL6A6","ITGA10",1
"COL6A6","ITGA8",1
"COL6A6","GP6",1
"COL6A6","SDC1",1
"COL6A6","SDC4",1
"COL6A6","CD44",1
"COL9A1","ITGAV",1
"COL9A1","ITGB3",1
"COL9A1","ITGB1",1
"COL9A1","ITGB5",1
"COL9A1","ITGA2",1
"COL9A1","ITGA5",1
"COL9A1","ITGB4",1
"COL9A1","ITGB6",1
"COL9A1","ITGB7",1
"COL9A1","ITGB8",1
"COL9A1","ITGA11",1
"COL9A1","ITGA6",1
"COL9A1","ITGA1",1
"COL9A1","ITGA2B",1
"COL9A1","ITGA3",1
"COL9A1","ITGA4",1
"COL9A1","ITGA7",1
"COL9A1","ITGA9",1
"COL9A1","ITGA10",1
"COL9A1","ITGA8",1
"COL9A1","GP6",1
"COL9A1","SDC1",1
"COL9A1","SDC4",1
"COL9A1","CD44",1
"COL9A2","ITGAV",1
"COL9A2","ITGB3",1
"COL9A2","ITGB1",1
"COL9A2","ITGB5",1
"COL9A2","ITGA2",1
"COL9A2","ITGA5",1
"COL9A2","ITGB4",1
"COL9A2","ITGB6",1
"COL9A2","ITGB7",1
"COL9A2","ITGB8",1
"COL9A2","ITGA11",1
"COL9A2","ITGA6",1
"COL9A2","ITGA1",1
"COL9A2","ITGA2B",1
"COL9A2","ITGA3",1
"COL9A2","ITGA4",1
"COL9A2","ITGA7",1
"COL9A2","ITGA9",1
"COL9A2","ITGA10",1
"COL9A2","ITGA8",1
"COL9A2","GP6",1
"COL9A2","SDC1",1
"COL9A2","SDC4",1
"COL9A2","CD44",1
"COL9A3","ITGAV",1
"COL9A3","ITGB3",1
"COL9A3","ITGB1",1
"COL9A3","ITGB5",1
"COL9A3","ITGA2",1
"COL9A3","ITGA5",1
"COL9A3","ITGB4",1
"COL9A3","ITGB6",1
"COL9A3","ITGB7",1
"COL9A3","ITGB8",1
"COL9A3","ITGA11",1
"COL9A3","ITGA6",1
"COL9A3","ITGA1",1
"COL9A3","ITGA2B",1
"COL9A3","ITGA3",1
"COL9A3","ITGA4",1
"COL9A3","ITGA7",1
"COL9A3","ITGA9",1
"COL9A3","ITGA10",1
"COL9A3","ITGA8",1
"COL9A3","GP6",1
"COL9A3","SDC1",1
"COL9A3","SDC4",1
"COL9A3","CD44",1
"COMP","ITGAV",1
"COMP","ITGB3",1
"COMP","ITGB1",1
"COMP","ITGB5",1
"COMP","ITGA2",1
"COMP","ITGA5",1
"COMP","CD36",1
"COMP","ITGB4",1
"COMP","ITGB6",1
"COMP","ITGB7",1
"COMP","ITGB8",1
"COMP","ITGA11",1
"COMP","ITGA6",1
"COMP","ITGA1",1
"COMP","ITGA2B",1
"COMP","ITGA3",1
"COMP","ITGA4",1
"COMP","ITGA7",1
"COMP","ITGA9",1
"COMP","ITGA10",1
"COMP","ITGA8",1
"COMP","CD47",1
"COMP","SDC1",1
"COMP","SDC4",1
"CREBBP","TP53",1
"CREBBP","STAT5A",1
"CREBBP","STAT5B",1
"CREBBP","CDKN2B",1
"CREBBP","RBPJL",1
"CREBBP","RBPJ",1
"CREBBP","STAT1",1
"CREBBP","STAT2",1
"CREBBP","STAT3",1
"CREBBP","STAT4",1
"CREBBP","STAT6",1
"CRK","ABL1",1
"CRK","ABL2",1
"CRK","PIK3R5",1
"CRK","PIK3CA",1
"CRK","PIK3CB",1
"CRK","PIK3CD",1
"CRK","PIK3CG",1
"CRK","PIK3R1",1
"CRK","PIK3R2",1
"CRK","PIK3R3",1
"CRK","PXN",1
"CRK","RAPGEF1",1
"CRK","DOCK1",1
"CRKL","ABL1",1
"CRKL","ABL2",1
"CRKL","PIK3R5",1
"CRKL","PIK3CA",1
"CRKL","PIK3CB",1
"CRKL","PIK3CD",1
"CRKL","PIK3CG",1
"CRKL","PIK3R1",1
"CRKL","PIK3R2",1
"CRKL","PIK3R3",1
"CRKL","PXN",1
"CRKL","RAPGEF1",1
"CRKL","DOCK1",1
"CSF1","CSF1R",1
"CSF2","IL20RB",1
"CSF2","IL10RB",1
"CSF2","IL22RA1",1
"CSF2","IL2RG",1
"CSF2","IL2RB",1
"CSF2","CSF2RB",1
"CSF2","LIFR",1
"CSF2","IL6ST",1
"CSF2","IFNLR1",1
"CSF2","IL22RA2",1
"CSF2","IL20RA",1
"CSF2","IL10RA",1
"CSF2","IFNGR2",1
"CSF2","IFNGR1",1
"CSF2","IFNAR2",1
"CSF2","IFNAR1",1
"CSF2","MPL",1
"CSF2","PRLR",1
"CSF2","GHR",1
"CSF2","EPOR",1
"CSF2","CRLF2",1
"CSF2","IL7R",1
"CSF2","IL21R",1
"CSF2","IL15RA",1
"CSF2","IL9R",1
"CSF2","IL4R",1
"CSF2","IL2RA",1
"CSF2","IL5RA",1
"CSF2","IL3RA",1
"CSF2","CSF2RA",1
"CSF2","IL12RB1",1
"CSF2","IL23R",1
"CSF2","IL12RB2",1
"CSF2","IL13RA1",1
"CSF2","LEPR",1
"CSF2","CSF3R",1
"CSF2","CNTFR",1
"CSF2","OSMR",1
"CSF2","IL11RA",1
"CSF2","IL6R",1
"CSF2","IL13RA2",1
"CSF2","IL27RA",1
"CSF2RB","HRAS",1
"CSF2RB","KRAS",1
"CSF2RB","NRAS",1
"CSF2RB","PIK3R5",1
"CSF2RB","PIK3CA",1
"CSF2RB","PIK3CB",1
"CSF2RB","PIK3CD",1
"CSF2RB","PIK3CG",1
"CSF2RB","PIK3R1",1
"CSF2RB","PIK3R2",1
"CSF2RB","PIK3R3",1
"CSF3","IL20RB",1
"CSF3","IL10RB",1
"CSF3","IL22RA1",1
"CSF3","IL2RG",1
"CSF3","IL2RB",1
"CSF3","CSF2RB",1
"CSF3","LIFR",1
"CSF3","IL6ST",1
"CSF3","IFNLR1",1
"CSF3","IL22RA2",1
"CSF3","IL20RA",1
"CSF3","IL10RA",1
"CSF3","IFNGR2",1
"CSF3","IFNGR1",1
"CSF3","IFNAR2",1
"CSF3","IFNAR1",1
"CSF3","MPL",1
"CSF3","PRLR",1
"CSF3","GHR",1
"CSF3","EPOR",1
"CSF3","CRLF2",1
"CSF3","IL7R",1
"CSF3","IL21R",1
"CSF3","IL15RA",1
"CSF3","IL9R",1
"CSF3","IL4R",1
"CSF3","IL2RA",1
"CSF3","IL5RA",1
"CSF3","IL3RA",1
"CSF3","CSF2RA",1
"CSF3","IL12RB1",1
"CSF3","IL23R",1
"CSF3","IL12RB2",1
"CSF3","IL13RA1",1
"CSF3","LEPR",1
"CSF3","CSF3R",1
"CSF3","CNTFR",1
"CSF3","OSMR",1
"CSF3","IL11RA",1
"CSF3","IL6R",1
"CSF3","IL13RA2",1
"CSF3","IL27RA",1
"CSH1","IL20RB",1
"CSH1","IL10RB",1
"CSH1","IL22RA1",1
"CSH1","IL2RG",1
"CSH1","IL2RB",1
"CSH1","CSF2RB",1
"CSH1","LIFR",1
"CSH1","IL6ST",1
"CSH1","IFNLR1",1
"CSH1","IL22RA2",1
"CSH1","IL20RA",1
"CSH1","IL10RA",1
"CSH1","IFNGR2",1
"CSH1","IFNGR1",1
"CSH1","IFNAR2",1
"CSH1","IFNAR1",1
"CSH1","MPL",1
"CSH1","PRLR",1
"CSH1","GHR",1
"CSH1","EPOR",1
"CSH1","CRLF2",1
"CSH1","IL7R",1
"CSH1","IL21R",1
"CSH1","IL15RA",1
"CSH1","IL9R",1
"CSH1","IL4R",1
"CSH1","IL2RA",1
"CSH1","IL5RA",1
"CSH1","IL3RA",1
"CSH1","CSF2RA",1
"CSH1","IL12RB1",1
"CSH1","IL23R",1
"CSH1","IL12RB2",1
"CSH1","IL13RA1",1
"CSH1","LEPR",1
"CSH1","CSF3R",1
"CSH1","CNTFR",1
"CSH1","OSMR",1
"CSH1","IL11RA",1
"CSH1","IL6R",1
"CSH1","IL13RA2",1
"CSH1","IL27RA",1
"CSH2","IL20RB",1
"CSH2","IL10RB",1
"CSH2","IL22RA1",1
"CSH2","IL2RG",1
"CSH2","IL2RB",1
"CSH2","CSF2RB",1
"CSH2","LIFR",1
"CSH2","IL6ST",1
"CSH2","IFNLR1",1
"CSH2","IL22RA2",1
"CSH2","IL20RA",1
"CSH2","IL10RA",1
"CSH2","IFNGR2",1
"CSH2","IFNGR1",1
"CSH2","IFNAR2",1
"CSH2","IFNAR1",1
"CSH2","MPL",1
"CSH2","PRLR",1
"CSH2","GHR",1
"CSH2","EPOR",1
"CSH2","CRLF2",1
"CSH2","IL7R",1
"CSH2","IL21R",1
"CSH2","IL15RA",1
"CSH2","IL9R",1
"CSH2","IL4R",1
"CSH2","IL2RA",1
"CSH2","IL5RA",1
"CSH2","IL3RA",1
"CSH2","CSF2RA",1
"CSH2","IL12RB1",1
"CSH2","IL23R",1
"CSH2","IL12RB2",1
"CSH2","IL13RA1",1
"CSH2","LEPR",1
"CSH2","CSF3R",1
"CSH2","CNTFR",1
"CSH2","OSMR",1
"CSH2","IL11RA",1
"CSH2","IL6R",1
"CSH2","IL13RA2",1
"CSH2","IL27RA",1
"CSNK1D","GJA1",1
"CSNK2A1","NFKBIA",1
"CSNK2A1","CTNNB1",1
"CSNK2A2","NFKBIA",1
"CSNK2A2","CTNNB1",1
"CSNK2A3","NFKBIA",1
"CSNK2A3","CTNNB1",1
"CSNK2B","NFKBIA",1
"CSNK2B","CTNNB1",1
"CTBP1","LEF1",-1
"CTBP1","TCF7",-1
"CTBP1","TCF7L2",-1
"CTBP1","TCF7L1",-1
"CTBP1","RBPJL",-1
"CTBP1","RBPJ",-1
"CTBP2","LEF1",-1
"CTBP2","TCF7",-1
"CTBP2","TCF7L2",-1
"CTBP2","TCF7L1",-1
"CTBP2","RBPJL",-1
"CTBP2","RBPJ",-1
"CTF1","IL20RB",1
"CTF1","IL10RB",1
"CTF1","IL22RA1",1
"CTF1","IL2RG",1
"CTF1","IL2RB",1
"CTF1","CSF2RB",1
"CTF1","LIFR",1
"CTF1","IL6ST",1
"CTF1","IFNLR1",1
"CTF1","IL22RA2",1
"CTF1","IL20RA",1
"CTF1","IL10RA",1
"CTF1","IFNGR2",1
"CTF1","IFNGR1",1
"CTF1","IFNAR2",1
"CTF1","IFNAR1",1
"CTF1","MPL",1
"CTF1","PRLR",1
"CTF1","GHR",1
"CTF1","EPOR",1
"CTF1","CRLF2",1
"CTF1","IL7R",1
"CTF1","IL21R",1
"CTF1","IL15RA",1
"CTF1","IL9R",1
"CTF1","IL4R",1
"CTF1","IL2RA",1
"CTF1","IL5RA",1
"CTF1","IL3RA",1
"CTF1","CSF2RA",1
"CTF1","IL12RB1",1
"CTF1","IL23R",1
"CTF1","IL12RB2",1
"CTF1","IL13RA1",1
"CTF1","LEPR",1
"CTF1","CSF3R",1
"CTF1","CNTFR",1
"CTF1","OSMR",1
"CTF1","IL11RA",1
"CTF1","IL6R",1
"CTF1","IL13RA2",1
"CTF1","IL27RA",1
"CTNNB1","CCND1",1
"CTNNB1","CCND2",1
"CTNNB1","CCND3",1
"CTNNB1","LEF1",1
"CTNNB1","TCF7",1
"CTNNB1","TCF7L2",1
"CTNNB1","TCF7L1",1
"CTNNB1","CTNNB1",1
"CTNNBIP1","CTNNB1",-1
"CTNND1","RAC1",1
"CTNND1","RAC2",1
"CTNND1","RAC3",1
"CTNND1","CDC42",1
"CTSB","BCL2L1",-1
"CTSB","BCL2",-1
"CTSB","BIRC2",-1
"CTSB","BIRC3",-1
"CTSB","XIAP",-1
"CTSB","BID",1
"CTSB","BIRC5",-1
"CTSC","BCL2L1",-1
"CTSC","BCL2",-1
"CTSC","BIRC2",-1
"CTSC","BIRC3",-1
"CTSC","XIAP",-1
"CTSC","BID",1
"CTSC","BIRC5",-1
"CTSD","BCL2L1",-1
"CTSD","BCL2",-1
"CTSD","BIRC2",-1
"CTSD","BIRC3",-1
"CTSD","XIAP",-1
"CTSD","BID",1
"CTSD","BIRC5",-1
"CTSF","BCL2L1",-1
"CTSF","BCL2",-1
"CTSF","BIRC2",-1
"CTSF","BIRC3",-1
"CTSF","XIAP",-1
"CTSF","BID",1
"CTSF","BIRC5",-1
"CTSG","F2R",1
"CTSG","F2RL1",1
"CTSG","F2RL2",1
"CTSG","PARD3",1
"CTSG","F2RL3",1
"CTSH","BCL2L1",-1
"CTSH","BCL2",-1
"CTSH","BIRC2",-1
"CTSH","BIRC3",-1
"CTSH","XIAP",-1
"CTSH","BID",1
"CTSH","BIRC5",-1
"CTSK","BCL2L1",-1
"CTSK","BCL2",-1
"CTSK","BIRC2",-1
"CTSK","BIRC3",-1
"CTSK","XIAP",-1
"CTSK","BID",1
"CTSK","BIRC5",-1
"CTSL","BCL2L1",-1
"CTSL","BCL2",-1
"CTSL","BIRC2",-1
"CTSL","BIRC3",-1
"CTSL","XIAP",-1
"CTSL","BID",1
"CTSL","BIRC5",-1
"CTSO","BCL2L1",-1
"CTSO","BCL2",-1
"CTSO","BIRC2",-1
